Date,TSLA
6/19/2014,227.79
6/20/2014,229.59
6/23/2014,237.22
6/24/2014,232.5
6/25/2014,236.89
6/26/2014,235.6
6/27/2014,239.06
6/30/2014,240.06
7/1/2014,239.72
7/2/2014,229.43
7/3/2014,229.25
7/7/2014,222.66
7/8/2014,219.07
7/9/2014,223.06
7/10/2014,219.46
7/11/2014,218.13
7/14/2014,226.7
7/15/2014,219.58
7/16/2014,217.16
7/17/2014,215.4
7/18/2014,220.02
7/21/2014,220.54
7/22/2014,219.58
7/23/2014,222.49
7/24/2014,223.54
7/25/2014,223.57
7/28/2014,224.82
7/29/2014,225.01
7/30/2014,228.92
7/31/2014,223.3
8/1/2014,233.27
8/4/2014,238.52
8/5/2014,238.49
8/6/2014,248.93
8/7/2014,252.39
8/8/2014,248.13
8/11/2014,259.32
8/12/2014,259.96
8/13/2014,260.31
8/14/2014,261.38
8/15/2014,262.01
8/18/2014,259.94
8/19/2014,256.76
8/20/2014,255.71
8/21/2014,254.34
8/22/2014,256.78
8/25/2014,262.55
8/26/2014,261.74
8/27/2014,263.25
8/28/2014,263.86
8/29/2014,269.7
9/2/2014,284.12
9/3/2014,281.19
9/4/2014,286.04
9/5/2014,277.39
9/8/2014,282.11
9/9/2014,278.48
9/10/2014,281.1
9/11/2014,280.31
9/12/2014,279.2
9/15/2014,253.86
9/16/2014,260.74
9/17/2014,261.38
9/18/2014,263.82
9/19/2014,259.32
9/22/2014,250.03
9/23/2014,250.41
9/24/2014,252.14
9/25/2014,246.95
9/26/2014,246.6
9/29/2014,245.26
9/30/2014,242.68
10/1/2014,240.24
10/2/2014,251.42
10/3/2014,255.21
10/6/2014,260.62
10/7/2014,259.57
10/8/2014,259.28
10/9/2014,257.01
10/10/2014,236.91
10/13/2014,224.59
10/14/2014,227.06
10/15/2014,229.7
10/16/2014,226.35
10/17/2014,227.48
10/20/2014,230.47
10/21/2014,235.34
10/22/2014,231.1
10/23/2014,235.29
10/24/2014,235.24
10/27/2014,221.67
10/28/2014,242.77
10/29/2014,238.1
10/30/2014,238.66
10/31/2014,241.7
11/3/2014,242.59
11/4/2014,238.93
11/5/2014,230.97
11/6/2014,241.22
11/7/2014,240.2
11/10/2014,241.93
11/11/2014,251.08
11/12/2014,249.1
11/13/2014,251.7
11/14/2014,258.68
11/17/2014,253.98
11/18/2014,257.7
11/19/2014,247.74
11/20/2014,248.71
11/21/2014,242.78
11/24/2014,246.72
11/25/2014,248.09
11/26/2014,248.44
11/28/2014,244.52
12/1/2014,231.64
12/2/2014,231.43
12/3/2014,229.3
12/4/2014,228.28
12/5/2014,223.71
12/8/2014,214.36
12/9/2014,216.89
12/10/2014,209.84
12/11/2014,208.88
12/12/2014,207
12/15/2014,204.04
12/16/2014,197.81
12/17/2014,205.82
12/18/2014,218.26
12/19/2014,219.29
12/22/2014,222.6
12/23/2014,220.97
12/24/2014,222.26
12/26/2014,227.82
12/29/2014,225.71
12/30/2014,222.23
12/31/2014,222.41
1/2/2015,219.31
1/5/2015,210.09
1/6/2015,211.28
1/7/2015,210.95
1/8/2015,210.62
1/9/2015,206.66
1/12/2015,202.21
1/13/2015,204.25
1/14/2015,192.69
1/15/2015,191.87
1/16/2015,193.07
1/20/2015,191.93
1/21/2015,196.57
1/22/2015,201.62
1/23/2015,201.29
1/26/2015,206.55
1/27/2015,205.98
1/28/2015,199.37
1/29/2015,205.2
1/30/2015,203.6
2/2/2015,210.94
2/3/2015,218.36
2/4/2015,218.55
2/5/2015,220.99
2/6/2015,217.36
2/9/2015,217.48
2/10/2015,216.29
2/11/2015,212.8
2/12/2015,202.88
2/13/2015,203.77
2/17/2015,204.35
2/18/2015,204.46
2/19/2015,211.71
2/20/2015,217.11
2/23/2015,207.34
2/24/2015,204.11
2/25/2015,203.76
2/26/2015,207.19
2/27/2015,203.34
3/2/2015,197.33
3/3/2015,199.56
3/4/2015,202.44
3/5/2015,200.63
3/6/2015,193.88
3/9/2015,190.88
3/10/2015,190.32
3/11/2015,193.74
3/12/2015,191.07
3/13/2015,188.68
3/16/2015,195.7
3/17/2015,194.73
3/18/2015,200.71
3/19/2015,195.65
3/20/2015,198.08
3/23/2015,199.63
3/24/2015,201.72
3/25/2015,194.3
3/26/2015,190.41
3/27/2015,185
3/30/2015,190.57
3/31/2015,188.77
4/1/2015,187.59
4/2/2015,191
4/6/2015,203.1
4/7/2015,203.25
4/8/2015,207.67
4/9/2015,210.09
4/10/2015,210.9
4/13/2015,209.78
4/14/2015,207.46
4/15/2015,207.83
4/16/2015,206.7
4/17/2015,206.79
4/20/2015,205.27
4/21/2015,209.41
4/22/2015,219.44
4/23/2015,218.6
4/24/2015,218.43
4/27/2015,231.55
4/28/2015,230.48
4/29/2015,232.45
4/30/2015,226.05
5/1/2015,226.03
5/4/2015,230.51
5/5/2015,232.95
5/6/2015,230.43
5/7/2015,236.8
5/8/2015,236.61
5/11/2015,239.49
5/12/2015,244.74
5/13/2015,243.18
5/14/2015,244.1
5/15/2015,248.84
5/18/2015,248.75
5/19/2015,247.14
5/20/2015,244.35
5/21/2015,245.62
5/22/2015,247.73
5/26/2015,247.46
5/27/2015,247.43
5/28/2015,251.45
5/29/2015,250.8
6/1/2015,249.45
6/2/2015,248.35
6/3/2015,248.99
6/4/2015,245.92
6/5/2015,249.14
6/8/2015,256.29
6/9/2015,256
6/10/2015,250.7
6/11/2015,251.41
6/12/2015,250.69
6/15/2015,250.38
6/16/2015,253.12
6/17/2015,260.41
6/18/2015,261.89
6/19/2015,262.51
6/22/2015,259.79
6/23/2015,267.67
6/24/2015,265.17
6/25/2015,268.79
6/26/2015,267.09
6/29/2015,262.02
6/30/2015,268.26
7/1/2015,269.15
7/2/2015,280.02
7/6/2015,279.72
7/7/2015,267.88
7/8/2015,254.96
7/9/2015,257.92
7/10/2015,259.15
7/13/2015,262.16
7/14/2015,265.65
7/15/2015,263.14
7/16/2015,266.68
7/17/2015,274.66
7/20/2015,282.26
7/21/2015,266.77
7/22/2015,267.87
7/23/2015,267.2
7/24/2015,265.41
7/27/2015,253.01
7/28/2015,264.82
7/29/2015,263.82
7/30/2015,266.79
7/31/2015,266.15
8/3/2015,259.99
8/4/2015,266.28
8/5/2015,270.13
8/6/2015,246.13
8/7/2015,242.51
8/10/2015,241.14
8/11/2015,237.37
8/12/2015,238.17
8/13/2015,242.51
8/14/2015,243.15
8/17/2015,254.99
8/18/2015,260.72
8/19/2015,255.25
8/20/2015,242.18
8/21/2015,230.77
8/24/2015,218.87
8/25/2015,220.03
8/26/2015,224.84
8/27/2015,242.99
8/28/2015,248.48
8/31/2015,249.06
9/1/2015,238.63
9/2/2015,247.69
9/3/2015,245.57
9/4/2015,241.93
9/8/2015,248.17
9/9/2015,248.91
9/10/2015,248.48
9/11/2015,250.24
9/14/2015,253.19
9/15/2015,253.57
9/16/2015,262.25
9/17/2015,262.07
9/18/2015,260.62
9/21/2015,264.2
9/22/2015,260.94
9/23/2015,261.06
9/24/2015,263.12
9/25/2015,256.91
9/28/2015,248.43
9/29/2015,246.65
9/30/2015,248.4
10/1/2015,239.88
10/2/2015,247.57
10/5/2015,246.15
10/6/2015,241.46
10/7/2015,231.96
10/8/2015,226.72
10/9/2015,220.69
10/12/2015,215.58
10/13/2015,219.25
10/14/2015,216.88
10/15/2015,221.31
10/16/2015,227.01
10/19/2015,228.1
10/20/2015,213.03
10/21/2015,210.09
10/22/2015,211.72
10/23/2015,209.09
10/26/2015,215.26
10/27/2015,210.35
10/28/2015,212.96
10/29/2015,211.63
10/30/2015,206.93
11/2/2015,213.79
11/3/2015,208.35
11/4/2015,231.63
11/5/2015,231.77
11/6/2015,232.36
11/9/2015,225.33
11/10/2015,216.5
11/11/2015,219.08
11/12/2015,212.94
11/13/2015,207.19
11/16/2015,214.31
11/17/2015,214
11/18/2015,221.07
11/19/2015,221.8
11/20/2015,220.01
11/23/2015,217.75
11/24/2015,218.25
11/25/2015,229.64
11/27/2015,231.61
11/30/2015,230.26
12/1/2015,237.19
12/2/2015,231.99
12/3/2015,232.71
12/4/2015,230.38
12/7/2015,231.13
12/8/2015,226.72
12/9/2015,224.52
12/10/2015,227.07
12/11/2015,217.02
12/14/2015,218.58
12/15/2015,221.09
12/16/2015,234.51
12/17/2015,233.39
12/18/2015,230.46
12/21/2015,232.56
12/22/2015,229.95
12/23/2015,229.7
12/24/2015,230.57
12/28/2015,228.95
12/29/2015,237.19
12/30/2015,238.09
12/31/2015,240.01
1/4/2016,223.41
1/5/2016,223.43
1/6/2016,219.04
1/7/2016,215.65
1/8/2016,211
1/11/2016,207.85
1/12/2016,209.97
1/13/2016,200.31
1/14/2016,206.18
1/15/2016,204.99
1/19/2016,204.72
1/20/2016,198.7
1/21/2016,199.97
1/22/2016,202.55
1/25/2016,196.38
1/26/2016,193.56
1/27/2016,188.07
1/28/2016,189.7
1/29/2016,191.2
2/1/2016,196.94
2/2/2016,182.78
2/3/2016,173.48
2/4/2016,175.33
2/5/2016,162.6
2/8/2016,147.99
2/9/2016,148.25
2/10/2016,143.67
2/11/2016,150.47
2/12/2016,151.04
2/16/2016,155.17
2/17/2016,168.68
2/18/2016,166.77
2/19/2016,166.58
2/22/2016,177.74
2/23/2016,177.21
2/24/2016,179
2/25/2016,187.43
2/26/2016,190.34
2/29/2016,191.93
3/1/2016,186.35
3/2/2016,188.34
3/3/2016,195.74
3/4/2016,201.04
3/7/2016,205.29
3/8/2016,202.6
3/9/2016,208.72
3/10/2016,205.18
3/11/2016,207.5
3/14/2016,215.15
3/15/2016,218.34
3/16/2016,221.93
3/17/2016,226.38
3/18/2016,232.74
3/21/2016,238.32
3/22/2016,234.24
3/23/2016,222.58
3/24/2016,227.75
3/28/2016,230.26
3/29/2016,230.13
3/30/2016,226.89
3/31/2016,229.77
4/1/2016,237.59
4/4/2016,246.99
4/5/2016,255.47
4/6/2016,265.42
4/7/2016,257.2
4/8/2016,250.07
4/11/2016,249.92
4/12/2016,247.82
4/13/2016,254.53
4/14/2016,251.86
4/15/2016,254.51
4/18/2016,253.88
4/19/2016,247.37
4/20/2016,249.97
4/21/2016,248.29
4/22/2016,253.75
4/25/2016,251.82
4/26/2016,253.74
4/27/2016,251.47
4/28/2016,247.71
4/29/2016,240.76
5/2/2016,241.8
5/3/2016,232.32
5/4/2016,222.56
5/5/2016,211.53
5/6/2016,214.93
5/9/2016,208.92
5/10/2016,208.69
5/11/2016,208.96
5/12/2016,207.28
5/13/2016,207.61
5/16/2016,208.29
5/17/2016,204.66
5/18/2016,211.17
5/19/2016,215.21
5/20/2016,220.28
5/23/2016,216.22
5/24/2016,217.91
5/25/2016,219.58
5/26/2016,225.12
5/27/2016,223.04
5/31/2016,223.23
6/1/2016,219.56
6/2/2016,218.96
6/3/2016,218.99
6/6/2016,220.68
6/7/2016,232.34
6/8/2016,235.52
6/9/2016,229.36
6/10/2016,218.79
6/13/2016,217.87
6/14/2016,214.96
6/15/2016,217.7
6/16/2016,217.93
6/17/2016,215.47
6/20/2016,219.7
6/21/2016,219.61
6/22/2016,196.66
6/23/2016,196.4
6/24/2016,193.15
6/27/2016,198.55
6/28/2016,201.79
6/29/2016,210.19
6/30/2016,212.28
7/1/2016,216.5
7/5/2016,213.98
7/6/2016,214.44
7/7/2016,215.94
7/8/2016,216.78
7/11/2016,224.78
7/12/2016,224.65
7/13/2016,222.53
7/14/2016,221.53
7/15/2016,220.4
7/18/2016,226.25
7/19/2016,225.26
7/20/2016,228.36
7/21/2016,220.5
7/22/2016,222.27
7/25/2016,230.01
7/26/2016,229.51
7/27/2016,228.49
7/28/2016,230.61
7/29/2016,234.79
8/1/2016,230.01
8/2/2016,227.2
8/3/2016,225.79
8/4/2016,230.61
8/5/2016,230.03
8/8/2016,226.16
8/9/2016,229.08
8/10/2016,225.65
8/11/2016,224.91
8/12/2016,225.61
8/15/2016,225.59
8/16/2016,223.61
8/17/2016,223.24
8/18/2016,223.51
8/19/2016,225
8/22/2016,222.93
8/23/2016,224.84
8/24/2016,222.62
8/25/2016,220.96
8/26/2016,219.99
8/29/2016,215.2
8/30/2016,211.34
8/31/2016,212.01
9/1/2016,200.77
9/2/2016,197.78
9/6/2016,202.83
9/7/2016,201.71
9/8/2016,197.36
9/9/2016,194.47
9/12/2016,198.3
9/13/2016,196.05
9/14/2016,196.41
9/15/2016,200.42
9/16/2016,205.4
9/19/2016,206.34
9/20/2016,204.64
9/21/2016,205.22
9/22/2016,206.43
9/23/2016,207.45
9/26/2016,208.99
9/27/2016,205.81
9/28/2016,206.27
9/29/2016,200.7
9/30/2016,204.03
10/3/2016,213.7
10/4/2016,211.41
10/5/2016,208.46
10/6/2016,201
10/7/2016,196.61
10/10/2016,200.95
10/11/2016,200.1
10/12/2016,201.51
10/13/2016,200.24
10/14/2016,196.51
10/17/2016,193.96
10/18/2016,199.1
10/19/2016,203.56
10/20/2016,199.1
10/21/2016,200.09
10/24/2016,202.76
10/25/2016,202.34
10/26/2016,202.24
10/27/2016,204.01
10/28/2016,199.97
10/31/2016,197.73
11/1/2016,190.79
11/2/2016,188.02
11/3/2016,187.42
11/4/2016,190.56
11/7/2016,193.21
11/8/2016,194.94
11/9/2016,190.06
11/10/2016,185.35
11/11/2016,188.56
11/14/2016,181.45
11/15/2016,183.77
11/16/2016,183.93
11/17/2016,188.66
11/18/2016,185.02
11/21/2016,184.52
11/22/2016,191.17
11/23/2016,193.14
11/25/2016,196.65
11/28/2016,196.12
11/29/2016,189.57
11/30/2016,189.4
12/1/2016,181.88
12/2/2016,181.47
12/5/2016,186.8
12/6/2016,185.85
12/7/2016,193.15
12/8/2016,192.29
12/9/2016,192.18
12/12/2016,192.43
12/13/2016,198.15
12/14/2016,198.69
12/15/2016,197.58
12/16/2016,202.49
12/19/2016,202.73
12/20/2016,208.79
12/21/2016,207.7
12/22/2016,208.45
12/23/2016,213.34
12/27/2016,219.53
12/28/2016,219.74
12/29/2016,214.68
12/30/2016,213.69
1/3/2017,216.99
1/4/2017,226.99
1/5/2017,226.75
1/6/2017,229.01
1/9/2017,231.28
1/10/2017,229.87
1/11/2017,229.73
1/12/2017,229.59
1/13/2017,237.75
1/17/2017,235.58
1/18/2017,238.36
1/19/2017,243.76
1/20/2017,244.73
1/23/2017,248.92
1/24/2017,254.61
1/25/2017,254.47
1/26/2017,252.51
1/27/2017,252.95
1/30/2017,250.63
1/31/2017,251.93
2/1/2017,249.24
2/2/2017,251.55
2/3/2017,251.33
2/6/2017,257.77
2/7/2017,257.48
2/8/2017,262.08
2/9/2017,269.2
2/10/2017,269.23
2/13/2017,280.6
2/14/2017,280.98
2/15/2017,279.76
2/16/2017,268.95
2/17/2017,272.23
2/21/2017,277.39
2/22/2017,273.51
2/23/2017,255.99
2/24/2017,257
2/27/2017,246.23
2/28/2017,249.99
3/1/2017,250.02
3/2/2017,250.48
3/3/2017,251.57
3/6/2017,251.21
3/7/2017,248.59
3/8/2017,246.87
3/9/2017,244.9
3/10/2017,243.69
3/13/2017,246.17
3/14/2017,258
3/15/2017,255.73
3/16/2017,262.05
3/17/2017,261.5
3/20/2017,261.92
3/21/2017,250.68
3/22/2017,255.01
3/23/2017,254.78
3/24/2017,263.16
3/27/2017,270.22
3/28/2017,277.45
3/29/2017,277.38
3/30/2017,277.92
3/31/2017,278.3
4/3/2017,298.52
4/4/2017,303.7
4/5/2017,295
4/6/2017,298.7
4/7/2017,302.54
4/10/2017,312.39
4/11/2017,308.71
4/12/2017,296.84
4/13/2017,304
4/17/2017,301.44
4/18/2017,300.25
4/19/2017,305.52
4/20/2017,302.51
4/21/2017,305.6
4/24/2017,308.03
4/25/2017,313.79
4/26/2017,310.17
4/27/2017,308.63
4/28/2017,314.07
5/1/2017,322.83
5/2/2017,318.89
5/3/2017,311.02
5/4/2017,295.46
5/5/2017,308.35
5/8/2017,307.19
5/9/2017,321.26
5/10/2017,325.22
5/11/2017,323.1
5/12/2017,324.81
5/15/2017,315.88
5/16/2017,317.01
5/17/2017,306.11
5/18/2017,313.06
5/19/2017,310.83
5/22/2017,310.35
5/23/2017,303.86
5/24/2017,310.22
5/25/2017,316.83
5/26/2017,325.14
5/30/2017,335.1
5/31/2017,341.01
6/1/2017,340.37
6/2/2017,339.85
6/5/2017,347.32
6/6/2017,352.85
6/7/2017,359.65
6/8/2017,370
6/9/2017,357.32
6/12/2017,359.01
6/13/2017,375.95
6/14/2017,380.66
